[2026-04-27T16:32:02.802Z] GET http://localhost:5174/src/main.jsx?t=1777307522726 → 200 (13ms, 2241B)
[2026-04-27T16:32:02.803Z] GET http://localhost:5174/@react-refresh → 304 (12ms, ?B)
[2026-04-27T16:32:02.815Z] GET http://localhost:5174/node_modules/vite/dist/client/env.mjs → 304 (28ms, ?B)
[2026-04-27T16:32:02.816Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=6f92c15b → 200 (?ms, 36963B)
[2026-04-27T16:32:02.816Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=6f92c15b → 200 (?ms, 155B)
[2026-04-27T16:32:02.817Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=6f92c15b → 200 (?ms, 1054B)
[2026-04-27T16:32:02.817Z] GET http://localhost:5174/src/App.jsx?t=1777307522726 → 500 (39ms, ?B)
[2026-04-27T16:32:02.818Z] GET http://localhost:5174/src/styles/theme.css?t=1777307122068 → 304 (25ms, ?B)
[2026-04-27T16:32:02.818Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-2YIMICFJ.js?v=6f92c15b → 200 (?ms, 79217B)
[2026-04-27T16:32:02.818Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-BCXODTBQ.js?v=6f92c15b → 200 (?ms, 928023B)
[2026-04-27T16:32:17.045Z] GET http://localhost:5174/ → 200 (6ms, 809B)
[2026-04-27T16:32:17.057Z] GET http://localhost:5174/@vite/client → 200 (12ms, 137703B)
[2026-04-27T16:32:17.057Z] GET http://localhost:5174/src/main.jsx?t=1777307536982 → 200 (14ms, 2241B)
[2026-04-27T16:32:17.058Z] GET http://localhost:5174/@react-refresh → 200 (15ms, 117548B)
[2026-04-27T16:32:17.069Z] GET http://localhost:5174/node_modules/vite/dist/client/env.mjs → 200 (6ms, 4021B)
[2026-04-27T16:32:17.072Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=6f92c15b → 200 (?ms, 36963B)
[2026-04-27T16:32:17.072Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=6f92c15b → 200 (?ms, 155B)
[2026-04-27T16:32:17.072Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=6f92c15b → 200 (?ms, 1054B)
[2026-04-27T16:32:17.073Z] GET http://localhost:5174/src/App.jsx?t=1777307536982 → 200 (28ms, 92682B)
[2026-04-27T16:32:17.073Z] GET http://localhost:5174/src/styles/theme.css?t=1777307122068 → 200 (28ms, 3441B)
[2026-04-27T16:32:17.073Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-2YIMICFJ.js?v=6f92c15b → 200 (?ms, 79217B)
[2026-04-27T16:32:17.073Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-BCXODTBQ.js?v=6f92c15b → 200 (?ms, 928023B)
[2026-04-27T16:32:17.101Z] GET http://localhost:5174/src/data/portfolioData.js?t=1777307161802 → 200 (1ms, 45774B)
[2026-04-27T16:32:17.139Z] GET https://fonts.googleapis.com/css2?family=Space+Grotesk:wght@400;500;600;700&family=Space+Mono:wght@400;700&display=swap → 200 (?ms, 7680B)
[2026-04-27T16:32:17.181Z] GET http://localhost:5174/src/components/Topology/Topology.jsx → 200 (33ms, 27875B)
[2026-04-27T16:32:17.181Z] GET http://localhost:5174/src/components/Inspector/Inspector.jsx → 200 (33ms, 21463B)
[2026-04-27T16:32:17.211Z] GET https://fonts.gstatic.com/s/spacegrotesk/v22/V8mDoQDjQSkFtoMM3T6r8E7mPbF4Cw.woff2 → 200 (1ms, 22288B)
[2026-04-27T16:32:17.211Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dMIFZifjKcF5UAWdDRaPpZUFWaHg.woff2 → 200 (1ms, 16724B)
[2026-04-27T16:32:17.211Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dPIFZifjKcF5UAWdDRYEF8RQ.woff2 → 200 (1ms, 16520B)
[2026-04-27T16:32:47.721Z] GET http://localhost:5174/src/components/Topology/Topology.jsx?t=1777307567719 → 200 (18ms, 25818B)
[2026-04-27T16:34:19.382Z] GET http://localhost:5174/src/App.jsx?t=1777307659379 → 200 (72ms, 92670B)
[2026-04-27T16:35:51.320Z] GET http://localhost:5174/src/App.jsx?t=1777307751314 → 200 (173ms, 92783B)
[2026-04-27T16:35:55.512Z] GET http://localhost:5174/src/App.jsx?t=1777307755509 → 200 (56ms, 93885B)
[2026-04-27T16:35:59.165Z] GET http://localhost:5174/src/App.jsx?t=1777307759162 → 200 (49ms, 94213B)
[2026-04-27T16:41:25.539Z] GET http://localhost:5174/ → 302 (276ms, ?B)
[2026-04-27T16:41:25.816Z] GET http://localhost:5174/Misal-Online/ → 204 (4ms, ?B)
[2026-04-27T16:41:25.821Z] GET http://localhost:5174/ → 302 (3ms, ?B)
[2026-04-27T16:41:25.824Z] GET http://localhost:5174/Misal-Online/ → 200 (6ms, 845B)
[2026-04-27T16:41:25.839Z] GET http://localhost:5174/Misal-Online/@vite/client → pending (?ms, ?B)
[2026-04-27T16:41:25.839Z] GET http://localhost:5174/Misal-Online/src/main.jsx → 200 (50ms, 2274B)
[2026-04-27T16:41:25.841Z] GET http://localhost:5174/Misal-Online/@react-refresh → 200 (58ms, 117605B)
